行业,头腰尾,公司名称,公司主名,规模,员工人数,岗位,在职人数,平均在职天数,平均年收入,平均工作数,城市,企业工商类型,企业性质：国企，央企，外企,成立日期
纯互联网,尾部,南京睿悦信息技术有限公司,南京睿悦信息技术有限公司,50~100人,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
新金融科技,尾部,北京互融时代软件有限公司,北京互融时代软件有限公司,50~100人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,尾部,内蒙古阜丰生物科技有限公司,内蒙古阜丰生物科技有限公司,1000~10000人,0,,0,0.0,0.0,0.0,呼和浩特市,,,1970-01-01
纯互联网,尾部,启明信息技术股份有限公司,启明信息,1000~10000人,1000,数据分析,1,1822.0,300685.0,1.0,长春市,,,1970-01-01
纯互联网,尾部,广州天维信息技术股份有限公司,天维信息,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
企业数字化服务,尾部,参数技术（上海）软件有限公司,参数技术（上海）软件有限公司,1000~10000人,0,数据分析,1,5475.0,326956.0,1.0,江苏省苏州市独墅湖创业产业园10栋402,有限责任公司(外国法人独资),,2003-10-17
纯互联网,尾部,深圳新创思维科技有限公司,深圳新创思维科技有限公司,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
新能源,头部,东方日升新能源股份有限公司,东方日升,500~1000人,10760,,0,0.0,0.0,0.0,宁波市,,,1970-01-01
新金融科技,尾部,深圳微众税银信息服务有限公司,深圳微众信用科技股份有限公司,100~500人,0,数据分析,2,2917.0,379442.0,1.0,深圳市,,,1970-01-01
游戏,腰部,深圳尚米网络技术有限公司,美食说,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
纯互联网,尾部,上海博卡软件科技有限公司,上海博卡软件科技有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,讯和创新科技（北京）有限公司,讯和创新,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
电子商务&新零售,尾部,上海中晨电子商务股份有限公司,上海中晨电子商务股份有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,杭州戴鑫信息系统有限公司,杭州戴鑫信息系统有限公司,50人以内,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
电子商务&新零售,尾部,成都筑巢电子商务有限公司,成都筑巢电子商务有限公司,50人以内,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
新金融科技,尾部,深圳市优讯信息技术有限公司,优讯信息,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
纯互联网,尾部,杭州安步网络科技有限公司,蔚车,100~500人,0,数据分析,1,1790.0,161000.0,1.0,杭州市,,,1970-01-01
新金融科技,腰部,百富计算机技术（深圳）有限公司,百富计算机技术（深圳）有限公司,500~1000人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
企业数字化服务,尾部,天恒众航（北京）科技有限公司,天恒众航（北京）科技有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,武汉中地数码科技有限公司,中地数码,100~500人,0,,0,0.0,0.0,0.0,武汉市,,,1970-01-01
纯互联网,尾部,山东鲁中信息技术有限公司,山东鲁中信息技术有限公司,50人以内,0,,0,0.0,0.0,0.0,临沂市,,,1970-01-01
纯互联网,尾部,天津开发区先特网络系统有限公司,天津开发区先特网络系统有限公司,100~500人,0,,0,0.0,0.0,0.0,天津市,,,1970-01-01
电子商务&新零售,尾部,福建省巨爵网络科技有限公司,福建省巨爵网络科技有限公司,50人以内,0,,0,0.0,0.0,0.0,泉州市,,,1970-01-01
企业数字化服务,尾部,深圳市立诺软件有限公司,深圳市立诺软件有限公司,50~100人,0,,0,0.0,0.0,0.0,深圳市,有限责任公司,,2007-04-23
人工智能,尾部,杭州安脉盛智能技术有限公司,安脉盛,50~100人,0,,0,0.0,0.0,0.0,杭州市,有限责任公司(外商投资企业与内资合资),,2016-06-27
人工智能,尾部,天津爱笔智能科技有限公司,天津爱笔智能科技有限公司,50~100人,0,数据分析,1,2399.0,56000.0,1.0,天津市,有限责任公司(法人独资),,2018-04-23
电子商务&新零售,尾部,深圳市鑫贝帝科技有限公司,深圳市鑫贝帝科技有限公司,100~500人,0,,0,0.0,0.0,0.0,深圳市,有限责任公司,,2015-06-15
电子商务&新零售,尾部,山西珍记文化传媒有限公司,珍记传媒,,0,,0,0.0,0.0,0.0,太原市,,,1970-01-01
智能硬件,尾部,飞扬科技,飞扬科技,50人以内,0,数据分析,1,1425.0,321055.0,1.0,常州市,,,1970-01-01
纯互联网,尾部,启航科技有限公司,启航科技有限公司,,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,大大科技,大大科技,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
人工智能,尾部,中国大恒（集团）有限公司北京图像视觉技术分公司,大恒图像,500~2000人,0,,0,0.0,0.0,0.0,北京市海淀区苏州街3号大恒科技大厦北座12层,,,1970-01-01
新能源,尾部,中国水电四局（酒泉）新能源装备有限公司,中国水电四局（酒泉）新能源装备有限公司,100~500人,0,,0,0.0,0.0,0.0,酒泉市,,,1970-01-01
企业数字化服务,尾部,海擎金融信息服务（上海）有限公司,海擎信息科技（上海）有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
智能硬件,腰部,珠海太川云社区技术股份有限公司,U家网,100~500人,0,,0,0.0,0.0,0.0,珠海市,,,1970-01-01
电子商务&新零售,尾部,贵州五星酒业集团,贵州五星酒业集团,50~100人,0,,0,0.0,0.0,0.0,遵义市,,,1970-01-01
企业数字化服务,尾部,深圳市海中信科技有限公司,深圳市海中信科技有限公司,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
企业数字化服务,尾部,北京成鑫盈通科技有限公司,北京成鑫盈通科技有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,中移在线服务有限公司河南分公司,中移在线服务有限公司河南分公司,1000~10000人,0,,0,0.0,0.0,0.0,郑州市,,,1970-01-01
新能源,尾部,华能新能源股份有限公司,华能新能源股份有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,联创万通（北京）科技有限公司,联创万通（北京）科技有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
电子商务&新零售,尾部,康之梦电子商贸有限公司,康之梦电子商贸有限公司,,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
电子商务&新零售,腰部,深圳开思时代科技有限公司,开思时代,1000~10000人,1000,数据分析,19,2698.0,387875.6,1.6666666666666667,深圳市,有限责任公司,,2015-05-20
纯互联网,尾部,有谦软联（北京）信息技术有限公司,有谦软联（北京）信息技术有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
智能硬件,尾部,北京毫米科技有限公司,北京毫米科技有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,杭州亦闲信息科技有限公司,杭州亦闲信息科技有限公司,50~100人,0,数据分析,1,542.0,175000.0,1.0,杭州市,,,1970-01-01
人工智能,尾部,北京因特睿软件有限公司,北京因特睿软件有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
游戏,腰部,江西贪玩信息技术有限公司,贪玩游戏,500~1000人,0,数据分析,9,2621.1428571428573,248607.0,1.1111111111111112,上饶市,其他有限责任公司,,2015-05-21
新能源,尾部,盐城大丰阿特斯阳光电力科技有限公司,盐城大丰阿特斯阳光电力科技有限公司,500~1000人,0,,0,0.0,0.0,0.0,盐城市,,,1970-01-01
电子商务&新零售,尾部,杭州务新网络科技有限公司,杭州务新网络科技有限公司,50人以内,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
电子商务&新零售,尾部,杭州十方电子商务有限公司,杭州十方电子商务有限公司,50人以内,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
新能源汽车,尾部,中植新能源汽车有限公司,中植新能源汽车,,0,数据分析,1,,,1.0,成都市,,,1970-01-01
电子商务&新零售,尾部,芜湖汇德网络科技有限公司,芜湖汇德网络科技有限公司,50人以内,0,,0,0.0,0.0,0.0,芜湖市,,,1970-01-01
人工智能,腰部,深圳华付技术股份有限公司,华付信息,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
电子商务&新零售,尾部,厦门盛世康生物工程有限公司,厦门盛世康生物工程有限公司,50人以内,0,,0,0.0,0.0,0.0,厦门市,,,1970-01-01
纯互联网,尾部,大连地铁有限公司,大连地铁有限公司,50~100人,0,,0,0.0,0.0,0.0,大连市,,,1970-01-01
新生物医药,尾部,国药集团致君(深圳)制药有限公司,国药集团致君(深圳)制药有限公司,1000~10000人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
新生物医药,尾部,浙江普康生物技术股份有限公司,浙江普康生物技术股份有限公司,100~500人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
新能源,腰部,常州亚玛顿股份有限公司,常州亚玛顿股份有限公司,500~1000人,1500,,0,0.0,0.0,0.0,常州市,,,1970-01-01
电子商务&新零售,尾部,浙江安胜科技股份有限公司,浙江安胜科技股份有限公司,500~1000人,0,,0,0.0,0.0,0.0,金华市,,,1970-01-01
企业数字化服务,腰部,山东山大华天软件有限公司,山东山大华天软件有限公司,100~500人,0,,0,0.0,0.0,0.0,济南市,,,1970-01-01
电子商务&新零售,尾部,杭州梦响信息技术有限公司,杭州梦响信息技术有限公司,50人以内,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
企业数字化服务,尾部,斯伦贝谢技术（北京）有限公司,斯伦贝谢软件研发中心,100~500人,0,数据分析,1,2460.0,1050000.0,1.0,北京市,,,1970-01-01
电子商务&新零售,尾部,苏州赛奥科传媒有限公司,苏州赛奥科传媒有限公司,50~100人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
电子商务&新零售,尾部,茂业国际控股有限公司,茂业国际控股,,0,,0,0.0,0.0,0.0,,,,1970-01-01
人工智能,尾部,深圳开鸿数字产业发展有限公司,深开鸿,,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
企业数字化服务,腰部,要务（深圳）科技有限公司,要务（深圳）科技有限公司,,0,数据分析,1,2309.0,350000.0,2.0,深圳市,,,1970-01-01
人工智能,尾部,南京新奥新智技术有限公司,南京新奥新智技术有限公司,,0,数据分析,1,1121.0,350000.0,1.0,南京市,,,1970-01-01
企业数字化服务,腰部,爱邦英才,爱邦英才,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新能源汽车,尾部,广州超境汽车科技有限公司,广州超境汽车科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新能源汽车,尾部,北京宾理信息科技有限公司,BeyonCa,,0,,0,0.0,0.0,0.0,,有限责任公司(台港澳法人独资),,2021-06-11
人工智能,尾部,辉羲智能科技（上海）有限公司,辉羲智能,100~500人,0,,0,0.0,0.0,0.0,上海·徐汇区,,,1970-01-01
人工智能,尾部,北京通用人工智能研究院,北京通用人工智能研究院,100~500人,0,,0,0.0,0.0,0.0,北京·海淀区,,,1970-01-01
纯互联网,尾部,上海小度技术有限公司,上海小度技术有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
人工智能,尾部,北京深言科技有限责任公司,北京深言科技有限责任公司,100~500人,0,,0,0.0,0.0,0.0,北京·海淀区,其他有限责任公司,,2022-03-17
纯互联网,尾部,花瓣云科技有限公司,花瓣云科技有限公司,,0,数据分析,1,5565.0,,1.0,,,,1970-01-01
纯互联网,尾部,上海优咔网络科技有限公司,上海优咔网络科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
游戏,腰部,北京代码乾坤科技有限公司,北京代码乾坤科技有限公司,50~100人,0,,0,0.0,0.0,0.0,北京市,有限责任公司(自然人投资或控股),,2018-08-29
电子商务&新零售,尾部,蓝鲸未来科技（杭州）有限公司,蓝鲸未来科技（杭州）有限公司,50~100人,0,,0,0.0,0.0,0.0,杭州市,有限责任公司(自然人投资或控股),,2017-04-07
企业数字化服务,尾部,上海源庐加佳信息科技有限公司,上海源庐加佳信息科技有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新能源,尾部,深能北方能源控股有限公司,深能北方能源控股有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
人工智能,尾部,上海图趣信息科技有限公司,上海图趣信息科技有限公司,50人以内,0,数据分析,0,4013.0,910000.0,4.0,上海市,,,1970-01-01
新生物医药,尾部,南京华银医学检验所有限公司,南京华银医学检验所有限公司,100~500人,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
电子商务&新零售,尾部,深圳市傲雷移动照明设备有限公司,深圳市傲雷移动照明设备有限公司,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
新能源,腰部,江苏林洋光伏运维有限公司,江苏林洋光伏运维有限公司,100~500人,0,,0,0.0,0.0,0.0,南通市,,,1970-01-01
纯互联网,尾部,济南链企网络科技有限公司,济南链企网络科技有限公司,50人以内,0,,0,0.0,0.0,0.0,济南市,,,1970-01-01
新能源,腰部,南通苏民新能源科技有限公司,南通苏民新能源科技有限公司,500~1000人,0,,0,0.0,0.0,0.0,南通市,,,1970-01-01
新生物医药,尾部,苏州正济药业有限公司,苏州天马药业有限公司,500~1000人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
新生物医药,尾部,贵州泛特尔细胞生物技术有限公司,泛特尔细胞生物,50~100人,0,,0,0.0,0.0,0.0,贵阳市,,,1970-01-01
新金融科技,尾部,深圳市超盟金服技术信息服务有限公司,超盟金服,500~1000人,0,数据分析,2,2400.0,124849.66666666667,1.0,深圳市,,,1970-01-01
电子商务&新零售,尾部,上海威亮商贸有限公司,上海威亮商贸有限公司,50人以内,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新金融科技,尾部,上海口亿工贸有限公司,上海口亿工贸有限公司,,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
电子商务&新零售,尾部,厦门蓝尚信息科技有限公司,厦门蓝尚信息科技有限公司,50~100人,0,,0,0.0,0.0,0.0,厦门市,,,1970-01-01
新生物医药,尾部,苏州君盟生物医药科技有限公司,苏州君盟生物医药科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新能源,腰部,内蒙古东立光伏电子有限公司,内蒙古东立光伏电子有限公司,100~500人,0,,0,0.0,0.0,0.0,巴彦淖尔市,,,1970-01-01
纯互联网,尾部,杭州领图信息科技有限公司,杭州领图信息科技有限公司,100~500人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
电子商务&新零售,尾部,德玛西亚科技有限公司,德玛西亚科技有限公司,,0,数据分析,1,,,1.0,广州市,,,1970-01-01
智能硬件,尾部,深圳市酷众科技有限公司,深圳市酷众科技有限公司,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
智能硬件,尾部,浙江欧凯车业有限公司,OKAI欧凯,500~1000人,0,,0,0.0,0.0,0.0,丽水市,,,1970-01-01
新生物医药,尾部,丰润生物科技股份有限公司,丰润生物科技股份有限公司,100~500人,0,,0,0.0,0.0,0.0,哈尔滨市,,,1970-01-01
企业数字化服务,腰部,上海绎维软件系统有限公司,上海绎维软件系统有限公司,50~100人,0,数据分析,1,2309.0,435456.0,1.0,上海市,,,1970-01-01
智能硬件,尾部,速感科技（北京）有限公司,速感科技（北京）有限公司,50~100人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
企业数字化服务,腰部,丰贺信息科技（上海）有限公司,丰贺信息科技（上海）有限公司,100~500人,0,数据分析,1,2551.6666666666665,399000.0,1.0,上海市,,,1970-01-01
新能源,尾部,深圳市拉普拉斯能源技术有限公司,深圳市拉普拉斯能源技术有限公司,50~100人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
新能源汽车,腰部,延锋伟世通电子科技（南京）有限公司,延锋伟世通电子科技（南京）有限公司,100~500人,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
新生物医药,尾部,北京唯尚立德生物科技有限公司,北京唯尚立德生物科技有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,尾部,北京康润诚业生物科技有限公司,北京康润诚业生物科技有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新能源汽车,腰部,南京知行新能源汽车技术开发有限公司,知行新能源汽车,100~500人,0,数据分析,1,4986.0,1750000.0,4.0,南京市,,,1970-01-01
智能硬件,腰部,上海影创信息科技,上海影创信息科技,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
智能硬件,尾部,快住智能科技（苏州）有限公司,快住智能科技（苏州）有限公司,100~500人,0,数据分析,1,1241.0,236250.0,1.0,苏州市,,,1970-01-01
电子商务&新零售,腰部,包子科技（北京）有限公司,万物心选,100~500人,0,数据分析,0,4013.0,560000.0,2.0,北京市,,,1970-01-01
新能源,尾部,青海鑫诺光电科技有限公司,青海鑫诺光电科技有限公司,50人以内,0,,0,0.0,0.0,0.0,西宁市,,,1970-01-01
电子商务&新零售,尾部,H营销咨询有限公司,H营销咨询有限公司,,0,,0,0.0,0.0,0.0,上海,,,1970-01-01
企业数字化服务,尾部,北京华通明略信息咨询有限公司上海分公司,北京华通明略信息咨询有限公司上海分公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,广州莱德尔生物科技有限公司,莱德尔,50人以内,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,中创易优网络科技有限公司,中创易优网络科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
人工智能,腰部,上海道客网络科技有限公司,道客云,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
人工智能,尾部,厦门白山耘科技有限公司,厦门白山耘科技有限公司,100~500人,0,数据分析,0,1272.0,175000.0,1.0,厦门市,,,1970-01-01
游戏,尾部,乐牌（北京）网络技术有限公司,乐牌（北京）网络技术有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新能源,尾部,浙江金乐太阳能科技有限公司,浙江金乐太阳能科技有限公司,50人以内,0,,0,0.0,0.0,0.0,宁波市,,,1970-01-01
企业数字化服务,尾部,深圳市矢分科技有限公司,深圳市矢分科技有限公司,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
人工智能,尾部,北京偶数科技有限公司,偶数科技,50人以内,0,数据分析,1,817.0,344302.0,1.0,北京市,,,1970-01-01
新生物医药,腰部,武汉赛维尔生物科技有限公司,武汉赛维尔生物科技有限公司,100~500人,0,,0,0.0,0.0,0.0,武汉市,,,1970-01-01
新能源,尾部,华鼎国联四川动力电池有限公司,华鼎国联四川动力电池有限公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
电子商务&新零售,尾部,广州市网创电子商务有限公司,广州市网创电子商务有限公司,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,慧择（成都）网络科技有限公司,慧择（成都）网络科技有限公司,50~100人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
新金融科技,尾部,爱霸迪，支付金融科技公司,爱霸迪，支付金融科技公司,,0,,0,0.0,0.0,0.0,香港,,,1970-01-01
纯互联网,尾部,信通科技,信通科技,50人以内,0,,0,0.0,0.0,0.0,阿拉善盟,,,1970-01-01
新生物医药,尾部,华北制药河北华民药业有限责任公司,华北制药河北华民药业有限责任公司,1000~10000人,0,,0,0.0,0.0,0.0,石家庄市,,,1970-01-01
新生物医药,尾部,云南龙海天然植物药业有限公司,云南龙海天然植物药业有限公司,50~100人,0,,0,0.0,0.0,0.0,昆明市,,,1970-01-01
游戏,尾部,游戏工作室有限公司,游戏工作室有限公司,,0,数据分析,0,2399.0,,1.0,香港,,,1970-01-01
纯互联网,尾部,山西清众科技股份有限公司,山西清众科技股份有限公司,100~500人,0,,0,0.0,0.0,0.0,太原市,,,1970-01-01
纯互联网,尾部,北京康创联盛科技有限公司,北京康创联盛科技有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新能源,尾部,光伏安装有限公司,光伏安装有限公司,,0,,0,0.0,0.0,0.0,枣庄市,,,1970-01-01
纯互联网,尾部,西南计算机有限责任公司,西南计算机有限责任公司,1000~10000人,0,,0,0.0,0.0,0.0,重庆市,,,1970-01-01
新能源汽车,尾部,凯翼汽车有限公司,凯翼汽车有限公司,100~500人,0,,0,0.0,0.0,0.0,宜宾市,,,1970-01-01
电子商务&新零售,尾部,荟生(海南)健康产业有限公司,荟生(海南)健康产业有限公司,50人以内,0,,0,0.0,0.0,0.0,海口市,,,1970-01-01
纯互联网,尾部,恒丰科技,恒丰科技,50人以内,0,,0,0.0,0.0,0.0,昌吉回族自治州,,,1970-01-01
电子商务&新零售,尾部,成都优益达科技有限公司,成都优益达科技有限公司,100~500人,0,数据分析,1,2368.0,,1.0,成都市,,,1970-01-01
企业数字化服务,尾部,上海网杉信息技术有限公司,上海网杉信息技术有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
企业数字化服务,尾部,北京和利时智能技术有限公司,和利时智能,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
企业数字化服务,尾部,成都西辰软件有限公司,成都西辰软件有限公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
纯互联网,尾部,河北汉佳电子科技有限公司,河北汉佳电子科技有限公司,100~500人,0,,0,0.0,0.0,0.0,石家庄市,,,1970-01-01
新生物医药,尾部,杭州迪安医学检验中心有限公司,杭州迪安医学检验中心有限公司,1000~10000人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
企业数字化服务,尾部,北京科蓝软件系统股份公司,北京科蓝软件系统股份公司,,0,,0,0.0,0.0,0.0,北京,,,1970-01-01
人工智能,尾部,上海深世信息科技有限公司,上海深世信息科技有限公司,50人以内,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
智能硬件,尾部,杭州海康威视数字技术股份有限公司南宁分公司,杭州海康威视数字技术股份有限公司南宁分公司,100~500人,0,,0,0.0,0.0,0.0,南宁市,,,1970-01-01
新能源汽车,尾部,江苏大中电机股份有限公司,江苏大中电机股份有限公司,1000~10000人,0,,0,0.0,0.0,0.0,泰州市,,,1970-01-01
新金融科技,尾部,温州微创网络有限公司,温州微创网络有限公司,,0,,0,0.0,0.0,0.0,温州市,,,1970-01-01
新能源汽车,尾部,浙江吉利汽车国际贸易有限公司,浙江吉利汽车国际贸易有限公司,50人以内,0,,0,0.0,0.0,0.0,宁波市,,,1970-01-01
人工智能,尾部,广州探迹科技有限公司北京分公司,广州探迹科技有限公司北京分公司,,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
人工智能,尾部,江苏网谱数据服务有限公司,江苏网谱数据服务有限公司,100~500人,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
电子商务&新零售,尾部,苏州万店掌网络科技有限公司,万店掌,100~500人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
纯互联网,尾部,腾辉科技,腾辉科技,,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
纯互联网,尾部,富泰有限公司,富泰有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新能源,尾部,晶澳（扬州）新能源有限公司,晶澳（扬州）新能源有限公司,,0,,0,0.0,0.0,0.0,扬州市,有限责任公司（非自然人投资或控股的法人独资）,,2019-04-03
电子商务&新零售,尾部,长沙予梦生物科技有限公司,长沙予梦生物科技有限公司,50人以内,0,,0,0.0,0.0,0.0,长沙市,,,1970-01-01
人工智能,尾部,广州深声科技有限公司,深声科技,50人以内,0,数据分析,0,2248.0,,1.0,广州市,,,1970-01-01
新生物医药,尾部,山东则正医药技术有限公司,山东则正医药技术有限公司,50人以内,0,,0,0.0,0.0,0.0,淄博市,,,1970-01-01
新能源汽车,尾部,北汽福田汽车股份有限公司诸城汽车厂,北汽福田汽车股份有限公司诸城汽车厂,1000~10000人,0,,0,0.0,0.0,0.0,潍坊市,,,1970-01-01
企业数字化服务,腰部,浪潮通用软件有限公司,浪潮易云,1000~10000人,2000,数据分析,2,5341.333333333333,385287.0,1.0,济南市,,,1970-01-01
新金融科技,尾部,上海旺链信息科技有限公司,旺链科技,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
企业数字化服务,尾部,江苏中车数字科技有限公司,江苏中车数字科技有限公司,100~500人,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
新金融科技,尾部,众势信用管理有限责任公司,众势信用管理有限责任公司,100~500人,0,数据分析,1,2338.5,325500.0,2.0,长沙市,,,1970-01-01
新生物医药,尾部,百济神州（上海）生物科技有限公司,百济神州（上海）生物科技有限公司,100~500人,0,数据分析,0,1182.0,175000.0,1.0,上海市,,,1970-01-01
新能源汽车,腰部,华晨雷诺金杯汽车有限公司,华晨雷诺,1000~10000人,0,,0,0.0,0.0,0.0,沈阳市,,外企,1970-01-01
纯互联网,尾部,四开花园网络科技（广州）有限公司,四开花园网络科技（广州）有限公司,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
电子商务&新零售,尾部,河南创淘电子商务有限公司,河南创淘电子商务有限公司,,0,,0,0.0,0.0,0.0,开封市,,,1970-01-01
企业数字化服务,腰部,数篷科技（深圳）有限公司,数篷科技（深圳）有限公司,50~100人,0,,0,0.0,0.0,0.0,深圳市,有限责任公司,,2018-06-13
新生物医药,尾部,江苏海岸药业有限公司,江苏海岸药业有限公司,100~500人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
智能硬件,腰部,广州广电银通金融电子科技有限公司,广电银通,1万人以上,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
新生物医药,尾部,苏州康宁杰瑞生物科技有限公司,苏州康宁杰瑞生物科技有限公司,100~500人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
纯互联网,尾部,杭州天宽科技有限公司,杭州天宽科技有限公司,100~500人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
新生物医药,尾部,浙江亚太药业股份有限公司,浙江亚太药业股份有限公司,500~1000人,0,,0,0.0,0.0,0.0,绍兴市,,,1970-01-01
企业数字化服务,尾部,广州智建云信息技术有限公司,广州智建云信息技术有限公司,50人以内,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
电子商务&新零售,尾部,西安诺海网络科技有限公司,西安诺海网络科技有限公司,50~100人,0,,0,0.0,0.0,0.0,西安市,,,1970-01-01
新能源,腰部,常州华阳光伏检测技术有限公司,常州华阳光伏检测技术有限公司,100~500人,0,,0,0.0,0.0,0.0,常州市,,,1970-01-01
电子商务&新零售,腰部,三快在线科技有限公司,三快在线科技,50~100人,21372,数据分析,10,2657.5,576048.9,1.7272727272727273,厦门市,,,1970-01-01
智能硬件,尾部,万睿智能科技有限公司,睿健康,1000~10000人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
新生物医药,尾部,山东宏济堂制药集团股份有限公司,宏济堂,1000~10000人,0,,0,0.0,0.0,0.0,济南市,,,1970-01-01
纯互联网,尾部,四川华拓光通信股份有限公司,四川华拓光通信股份有限公司,100~500人,0,,0,0.0,0.0,0.0,绵阳市,,,1970-01-01
纯互联网,尾部,广州蓝桥软件技术有限公司,广州蓝桥软件技术有限公司,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
企业数字化服务,尾部,北京晓通宏志科技有限公司,北京晓通宏志科技有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新金融科技,尾部,数据宝网络科技有限公司,数据宝,50人以内,0,数据分析,19,3158.5263157894738,377715.2105263158,1.3333333333333333,贵阳市,,,1970-01-01
